S1_racepctblack,pctWInvInc,pctWPubAsst,NumUnderPov,PctPopUnderPov,PctUnemployed,MalePctDivorce,FemalePctDiv,TotalPctDiv,PersPerFam,PctKids2Par,PctYoungKids2Par,PctTeen2Par,NumKidsBornNeverMar,PctKidsBornNeverMar,PctPersOwnOccup,HousVacant,PctHousOwnOcc,PctVacantBoarded,NumInShelters,NumStreet,T_ViolentCrimesPerPop
2.5,35.58,10.3,4211,18.06,7.23,10.21,14.55,12.63,2.87,67.12,80.05,81.04,295,1.43,67.34,893,65.33,3.25,18,0,1.0
0.86,51.62,3.28,568,2.61,5.12,4.78,7.62,6.27,3.42,85.02,97.54,91.31,151,0.87,92.65,150,89.24,2.67,33,0,0.0
16.27,36.47,5.25,5807,11.25,6.58,12.37,17.14,14.9,3.06,64.87,76.18,71.97,1307,3.28,64.16,2456,62.98,1.59,27,0,1.0
39.97,20.51,10.49,5533,22.21,8.83,12.83,16.74,14.99,3.12,51.31,67.6,66.22,1739,7.62,56.47,1068,55.09,2.34,0,0,1.0
7.45,48.97,7.19,2356,9.99,7.39,6.85,9.04,8.02,2.92,72.37,75.26,78.52,424,2.24,83.28,310,80.87,2.26,0,0,1.0
8.95,32.34,16.08,7501,26.94,14.17,10.27,12.51,11.54,2.94,57.53,63.66,72.96,1358,5.01,51.16,2131,47.73,0.89,59,0,1.0
7.05,32.77,7.96,2989,21.68,6.56,10.52,13.23,12.01,3.03,70.23,77.94,75.0,196,1.46,61.46,725,62.73,5.38,4,0,0.0
0.4,46.43,8.42,2395,13.89,7.46,12.29,15.85,14.17,2.9,66.6,77.49,69.06,258,1.74,62.4,473,60.14,2.33,35,1,0.0
2.68,34.34,13.19,20930,12.98,8.9,11.24,15.96,13.72,3.29,70.49,80.7,76.98,3345,2.73,58.9,2920,58.46,1.2,210,38,1.0
14.88,42.02,5.08,1626,10.67,6.09,12.21,14.08,13.24,2.83,61.46,73.61,71.55,301,2.03,73.03,251,69.67,1.99,0,0,1.0
0.14,44.12,5.9,936,9.05,6.44,7.18,7.34,7.27,3.04,79.19,96.74,81.49,79,0.94,78.87,238,75.3,5.88,0,0,0.0
29.05,29.18,9.45,13891,24.24,8.93,14.85,17.6,16.29,3.1,51.45,68.53,54.95,3215,7.15,43.84,6741,41.96,7.57,106,37,1.0
0.42,75.24,1.84,397,1.44,2.86,5.54,7.57,6.59,3.02,89.2,96.2,91.92,21,0.1,91.24,265,89.43,1.13,0,0,0.0
1.39,49.22,6.08,726,6.64,3.35,8.86,12.3,10.72,2.87,67.74,78.66,68.74,176,2.09,63.37,2473,60.32,0.57,0,0,0.0
8.91,40.04,6.56,3872,6.09,4.9,8.34,13.78,10.72,3.19,74.45,83.58,77.12,1061,2.47,65.71,1033,64.48,0.48,0,0,1.0
2.45,60.03,3.03,8893,24.12,4.29,3.43,6.3,4.76,2.9,82.23,88.35,80.83,280,1.51,48.57,445,44.1,2.92,22,0,0.0
1.32,26.62,9.56,1718,17.24,7.93,17.72,18.75,18.25,3.02,59.94,62.62,62.84,279,3.48,40.33,563,38.91,3.02,0,14,1.0
0.55,64.16,1.76,583,2.97,3.69,7.0,9.83,8.46,3.13,86.16,94.17,87.41,68,0.51,87.86,584,84.29,1.2,0,0,0.0
0.55,46.06,5.08,995,3.93,5.8,6.33,8.77,7.62,3.21,80.07,95.1,85.95,147,0.75,83.29,242,77.75,0.83,3,0,1.0
21.89,50.03,3.06,7732,7.09,3.5,12.82,15.93,14.47,2.83,60.72,77.59,61.34,4158,7.23,41.45,4972,40.48,0.58,381,2,1.0
19.44,36.69,6.95,1024,9.3,4.88,9.89,12.43,11.27,2.98,64.02,86.79,65.76,375,4.37,67.99,286,67.44,2.45,0,0,1.0
12.26,41.65,3.66,975,6.14,2.11,10.75,14.64,12.8,3.04,74.16,88.38,80.02,319,2.95,57.57,652,55.12,0.31,6,0,0.0
5.38,45.68,1.79,588,2.53,3.14,6.56,8.75,7.67,3.3,87.43,95.14,88.05,157,1.2,87.75,592,87.95,2.03,0,0,0.0
1.76,56.62,3.15,1365,5.04,5.15,6.29,8.45,7.44,3.13,82.27,94.6,78.22,102,0.54,75.24,407,67.33,1.23,0,0,0.0
0.34,30.39,13.66,2334,20.43,10.15,15.51,18.98,17.28,3.02,60.52,58.34,70.07,552,5.42,54.03,235,53.12,6.38,3,0,1.0
0.16,16.86,24.49,4962,38.96,18.14,6.27,10.79,8.68,4.15,62.72,70.62,71.76,447,3.45,70.41,951,71.95,6.62,0,0,0.0
8.52,42.96,5.28,13264,11.01,6.05,12.35,13.98,13.22,2.91,66.08,78.01,72.5,2631,2.83,67.94,10399,64.68,1.7,90,98,1.0
25.78,39.11,13.75,75172,21.42,9.07,10.55,12.59,11.66,3.0,52.24,62.44,59.45,21464,7.78,57.85,16676,52.25,13.33,693,67,1.0
1.14,63.59,2.9,684,2.7,3.46,5.37,8.27,6.95,2.94,80.92,92.58,85.78,150,0.76,84.09,320,79.48,0.31,23,0,0.0
0.91,40.09,6.02,1634,8.91,3.33,9.58,14.57,12.31,3.15,74.58,83.92,81.36,183,1.27,63.38,343,56.21,0.0,0,2,1.0
0.51,65.55,2.43,947,6.66,4.11,6.8,8.66,7.82,2.88,83.33,86.57,78.69,62,0.55,78.91,188,71.5,1.6,0,0,0.0
1.4,53.95,3.23,3327,4.7,4.71,6.72,8.98,7.93,3.0,80.21,89.64,83.87,570,1.16,66.1,958,60.81,0.42,2,0,0.0
1.85,41.21,7.01,2534,5.75,7.16,7.92,10.91,9.47,3.24,77.34,87.46,77.0,662,2.1,77.2,3783,73.49,4.86,3,3,1.0
0.98,50.49,3.62,13910,16.95,5.64,7.58,11.36,9.49,3.03,77.78,89.08,76.25,602,1.3,58.03,1668,52.68,0.84,32,10,1.0
0.23,56.31,4.61,859,4.8,4.91,6.01,8.6,7.38,3.02,81.77,88.78,83.84,211,1.6,71.39,243,64.52,1.23,0,0,0.0
0.62,28.07,17.5,10149,20.02,8.41,6.57,10.97,8.81,4.08,66.59,80.16,78.0,2109,5.27,46.02,433,49.32,2.77,0,3,1.0
0.5,52.55,4.78,2640,17.35,6.19,11.46,17.16,14.49,2.83,65.55,80.62,60.65,175,1.66,56.82,351,51.58,0.28,0,2,0.0
20.39,56.26,1.99,1061,11.12,4.8,8.74,11.19,10.06,3.13,72.66,84.01,72.78,172,2.78,87.49,251,86.36,0.0,0,0,1.0
12.86,36.19,4.59,2685,10.36,4.61,17.01,19.08,18.04,2.8,59.9,70.87,56.28,962,6.27,49.64,1778,49.29,2.08,0,0,1.0
2.15,32.47,8.66,3466,19.72,11.23,13.08,16.32,14.85,2.94,64.52,71.77,72.27,274,1.72,66.24,539,65.29,4.45,8,0,0.0
6.71,32.99,9.2,4705,22.58,8.0,8.75,11.1,9.99,3.4,70.4,86.08,82.73,494,2.65,59.83,772,60.47,7.38,0,0,1.0
0.13,42.04,6.33,1265,8.24,7.74,11.74,14.67,13.3,3.05,70.57,74.5,82.32,307,2.62,60.53,2025,56.57,0.35,0,0,1.0
0.67,51.83,4.13,509,2.4,5.23,5.43,7.89,6.7,3.27,85.13,96.62,85.28,89,0.6,81.15,286,75.74,1.05,0,0,0.0
52.54,35.04,11.63,3576,17.28,8.8,12.81,16.95,15.18,2.92,46.07,63.39,54.17,1204,8.16,48.54,1525,42.12,7.74,0,0,1.0
2.78,15.81,17.0,3188,26.74,13.32,7.48,10.66,9.11,3.65,73.65,91.01,83.79,242,2.04,76.95,657,74.78,11.11,6,0,0.0
4.59,35.53,6.31,3733,17.51,6.5,8.49,12.27,10.29,3.65,76.2,84.18,77.32,392,2.63,56.93,348,54.82,1.44,0,0,0.0
28.48,46.49,5.48,11295,16.05,6.34,13.75,14.77,14.29,2.79,45.27,67.94,59.32,4619,8.12,62.26,10562,63.26,1.08,11,64,1.0
0.17,61.33,1.86,310,2.69,2.44,5.67,6.94,6.32,3.21,88.42,97.09,90.48,56,0.73,84.67,107,83.48,1.87,0,0,0.0
0.23,58.51,2.63,183,1.12,5.41,4.71,6.92,5.82,3.35,88.74,97.52,89.86,57,0.51,89.53,214,87.7,2.34,0,0,0.0
88.99,20.45,9.09,1615,10.28,9.34,13.75,21.91,18.43,3.02,45.91,49.33,48.05,888,8.28,54.46,382,48.35,5.76,0,1,1.0
1.83,32.86,3.88,2651,14.01,4.56,11.55,14.42,13.03,3.23,70.4,76.28,73.8,233,1.65,55.05,1028,52.25,1.36,0,0,0.0
1.66,38.21,10.71,8217,12.04,6.38,15.65,18.76,17.24,2.97,62.62,72.25,67.93,1882,3.71,47.76,2116,45.55,2.55,215,10,1.0
1.0,50.18,3.35,3402,6.45,3.79,10.56,16.23,13.57,3.0,76.78,85.98,77.81,540,1.62,53.75,1983,46.98,0.35,0,2,0.0
5.76,39.77,10.72,1584,15.05,6.61,9.73,14.26,12.2,3.0,69.46,81.31,76.59,173,1.88,59.78,205,54.83,1.46,12,0,1.0
10.98,35.42,3.72,818,5.65,2.83,6.81,9.83,8.39,3.23,80.57,98.26,87.95,111,1.08,84.15,223,82.71,0.0,0,0,0.0
0.0,33.43,6.48,1221,10.84,5.96,11.51,14.64,13.2,3.07,70.72,77.47,78.43,108,1.03,64.38,196,61.39,1.53,9,0,0.0
0.54,55.57,3.66,218,2.07,3.61,6.87,10.22,8.65,3.15,80.91,94.71,84.04,66,0.86,80.43,117,74.87,0.85,0,0,0.0
5.99,35.22,5.66,26058,16.77,6.76,11.71,15.35,13.63,3.12,70.71,79.75,76.4,3039,2.46,65.29,7455,62.6,3.51,269,23,1.0
1.42,54.47,5.39,1111,6.09,4.06,8.11,10.21,9.26,2.89,76.7,85.91,74.95,217,1.5,71.09,286,63.68,1.4,0,0,0.0
8.72,21.64,12.25,6194,15.59,9.69,11.82,16.1,14.0,3.5,62.92,75.42,74.43,1726,6.06,55.57,1301,52.0,3.07,100,9,1.0
1.57,57.57,3.73,1476,3.52,3.53,6.38,9.11,7.81,3.3,83.78,92.42,89.96,307,1.02,81.96,461,74.63,0.43,9,0,0.0
15.89,46.42,2.11,790,7.06,4.13,9.33,12.23,10.84,3.0,77.5,89.89,73.87,129,1.7,75.63,463,70.85,0.22,0,0,0.0
1.42,70.21,1.63,451,1.8,2.95,4.77,6.63,5.72,3.22,90.77,98.03,87.78,66,0.39,90.42,309,87.68,0.65,0,0,0.0
1.5,35.25,9.42,14652,10.42,6.21,9.45,13.81,11.61,3.51,68.8,86.85,76.93,2606,2.55,56.84,1446,59.6,1.31,47,15,1.0
1.6,65.63,2.54,520,1.62,2.64,4.94,7.06,6.03,3.16,87.89,95.23,84.94,285,1.29,87.5,465,85.53,0.65,35,0,0.0
1.18,20.61,12.18,3930,17.68,9.65,7.51,11.09,9.28,4.24,66.15,82.08,82.95,1150,6.53,51.74,161,54.61,1.86,0,1,1.0
3.16,68.72,3.22,1270,5.31,3.49,4.0,7.13,5.65,3.05,85.5,96.11,83.92,85,0.49,73.06,749,63.1,0.13,0,0,0.0
10.48,32.39,9.94,4326,17.04,8.42,11.55,15.56,13.76,2.96,66.72,77.27,69.53,793,3.56,61.31,807,58.26,0.62,14,0,1.0
12.06,39.44,12.68,4201,19.29,11.58,10.86,14.04,12.58,3.03,61.89,71.56,74.26,729,3.85,60.95,669,59.26,7.17,26,0,1.0
0.84,62.65,3.64,854,2.93,4.05,4.58,7.71,6.24,3.26,86.89,93.69,86.82,217,1.03,82.0,477,74.58,0.84,0,0,0.0
9.63,29.84,21.3,43990,21.37,10.28,11.45,15.18,13.36,3.57,63.94,75.84,73.25,8807,5.48,46.39,3731,48.48,4.77,514,60,1.0
0.25,48.61,3.14,470,3.82,4.35,10.65,11.1,10.87,3.1,78.73,88.49,86.45,200,2.13,82.0,679,78.48,2.5,0,1,0.0
0.22,47.59,4.71,698,5.78,2.28,8.84,11.36,10.17,2.97,78.21,86.08,76.64,184,2.21,63.67,153,59.24,0.65,0,0,0.0
3.66,57.78,1.74,513,2.98,3.04,8.98,12.32,10.75,3.0,77.52,90.19,77.24,149,1.12,76.54,330,72.46,0.61,0,0,1.0
0.48,49.99,4.81,3354,13.27,6.89,11.07,13.71,12.43,2.71,71.03,86.73,78.24,238,1.06,65.93,1914,64.6,0.89,14,0,1.0
2.35,17.57,18.65,5346,23.66,23.83,6.45,10.05,8.26,3.96,61.53,68.64,76.11,1139,5.28,53.51,246,53.38,2.03,0,0,1.0
17.99,33.4,8.64,2349,14.4,6.03,9.35,11.11,10.3,3.04,71.08,81.71,72.81,394,2.74,66.8,609,63.06,2.3,0,1,1.0
0.73,54.16,3.85,426,2.19,3.79,7.54,8.66,8.1,3.22,84.29,93.07,88.43,149,1.07,73.41,182,65.73,0.0,0,0,0.0
0.53,38.53,2.51,1591,7.62,4.64,10.92,15.28,13.32,2.82,70.71,89.32,73.2,100,0.64,64.31,522,61.62,1.15,0,0,0.0
1.43,40.8,15.74,4856,18.66,8.55,14.75,18.62,16.77,2.99,61.51,74.28,62.27,409,1.99,51.82,644,50.72,5.59,173,27,1.0
1.46,41.63,7.52,12016,11.21,6.23,10.43,15.68,13.12,3.2,69.03,81.29,73.99,2453,3.27,50.88,2773,51.91,0.87,134,19,1.0
0.5,62.11,3.31,633,5.24,3.72,13.06,13.54,13.3,2.51,66.79,81.5,81.24,83,0.79,68.87,2245,68.23,0.18,0,3,1.0
0.61,51.95,6.98,1184,8.35,5.14,9.02,13.24,11.26,2.95,75.46,84.54,77.99,202,1.88,68.6,335,68.24,0.3,0,0,1.0
1.54,63.93,2.39,875,6.31,2.78,7.71,12.53,10.48,2.92,81.55,93.27,79.62,103,1.1,58.06,161,47.19,0.0,0,0,0.0
1.31,26.75,3.88,983,7.7,5.19,8.18,14.12,11.24,3.34,76.55,89.96,81.12,118,1.22,80.63,246,82.33,1.63,0,0,1.0
0.98,63.66,3.57,1198,4.83,2.9,10.31,11.49,10.98,2.62,80.59,87.21,79.77,96,0.5,74.71,1037,75.87,0.1,0,2,0.0
7.95,42.52,8.39,4840,12.06,5.86,8.68,11.8,10.18,3.11,71.38,78.27,76.92,860,2.66,56.03,907,53.4,0.77,3,0,0.0
22.25,35.58,9.96,3780,21.38,8.32,11.47,14.16,13.02,2.93,60.89,68.5,73.67,589,3.54,63.13,1069,61.65,3.93,9,0,1.0
13.15,61.56,2.6,3341,4.1,4.37,5.58,8.93,7.39,3.06,77.06,94.09,85.16,1207,2.22,74.7,1352,70.99,1.55,527,0,0.0
3.2,54.06,1.7,775,3.43,3.28,7.89,9.52,8.71,3.18,84.68,95.05,91.93,53,0.35,70.43,823,66.74,4.5,0,0,0.0
10.69,19.07,13.46,8279,17.6,9.88,9.33,14.45,11.91,4.08,60.64,75.66,72.13,3242,9.17,40.34,733,42.35,2.18,0,2,1.0
6.65,40.93,9.8,4241,21.89,13.48,10.07,11.43,10.83,2.87,66.39,72.59,72.09,606,3.79,67.8,1281,64.91,4.92,33,0,1.0
2.01,28.2,10.57,4032,27.89,7.7,7.61,11.26,9.52,3.5,70.93,84.17,76.43,285,1.94,65.7,604,66.15,4.14,28,0,1.0
3.86,43.24,3.06,1008,5.25,3.88,9.78,11.05,10.44,3.15,78.18,88.19,77.27,363,2.66,77.48,231,69.85,1.73,7,0,0.0
2.0,41.37,9.52,2092,10.98,9.36,11.18,12.13,11.66,2.98,68.99,76.54,78.17,460,2.96,57.62,675,51.8,1.04,3,0,1.0
0.72,52.15,1.3,677,3.43,3.3,8.01,9.57,8.8,3.2,85.0,94.38,79.56,50,0.38,74.58,287,66.28,1.05,0,0,0.0
1.61,25.96,7.25,2695,18.58,7.38,10.42,15.2,13.01,3.13,69.48,85.07,74.15,183,1.48,68.49,397,67.2,2.77,8,6,0.0
3.75,37.18,9.85,2884,14.18,7.34,10.1,12.92,11.62,3.13,71.73,77.63,77.47,393,2.31,66.43,281,65.88,1.42,0,0,0.0
0.78,51.96,2.76,317,3.16,4.23,7.42,9.0,8.2,3.14,84.16,92.88,83.29,49,0.79,87.76,260,84.84,6.54,0,0,0.0
0.67,48.11,2.69,2852,6.99,3.66,10.75,14.3,12.51,2.9,76.82,92.26,70.8,309,1.15,59.8,2025,58.59,0.0,14,0,0.0
2.67,39.87,8.73,4324,11.7,7.28,8.98,12.13,10.7,2.97,65.16,71.94,68.23,737,2.9,50.91,1355,46.03,0.89,77,3,0.0
1.04,50.72,3.42,9348,7.6,4.78,12.52,17.24,14.97,2.92,69.33,78.97,74.14,1519,1.73,64.6,4021,60.5,0.7,69,0,1.0
27.39,18.63,18.01,109594,31.17,11.02,15.22,18.49,16.93,3.3,42.21,54.24,56.78,33871,13.06,35.11,14298,33.09,9.76,896,268,1.0
3.07,60.0,2.35,692,2.61,4.36,2.71,4.49,3.64,3.46,91.43,98.59,92.69,105,0.56,94.59,539,93.36,1.48,3,0,0.0
0.82,46.81,4.68,1945,13.03,5.3,6.78,9.69,8.27,2.99,76.47,86.59,85.01,121,1.26,60.14,2363,57.88,1.44,0,0,1.0
40.2,26.73,9.57,2642,16.69,6.03,11.13,14.63,13.03,3.21,48.19,62.8,61.72,1485,11.23,46.92,412,48.05,3.88,21,2,1.0
17.51,32.72,7.69,4009,22.2,7.84,10.61,13.65,12.21,3.27,66.22,79.89,74.73,478,3.26,53.31,1540,52.32,2.66,0,0,1.0
0.54,44.09,2.91,1081,6.69,3.85,9.32,11.79,10.59,3.06,79.17,88.07,89.3,45,0.36,76.03,286,72.98,4.55,0,0,0.0
39.8,29.28,11.79,2005,18.19,6.87,10.39,14.87,12.89,3.28,42.71,58.04,47.54,1318,13.77,54.04,313,50.74,19.81,60,0,1.0
4.47,53.03,2.84,803,5.34,1.9,10.51,11.38,10.94,2.98,78.87,88.33,73.07,135,1.87,49.12,286,39.01,0.0,0,0,0.0
13.95,46.89,3.67,749,6.69,3.05,11.9,11.28,11.61,3.15,78.0,85.02,70.48,273,3.93,74.0,156,71.06,2.56,0,0,1.0
2.98,43.39,5.48,52903,13.98,6.32,12.19,16.37,14.37,3.05,66.04,76.7,72.57,10309,3.69,61.91,13052,57.33,2.06,258,112,1.0
0.81,56.48,1.47,1033,4.51,2.57,9.14,14.03,11.7,2.86,78.94,90.75,77.65,110,0.67,76.59,2614,74.01,0.23,0,1,0.0
1.34,41.65,5.96,1119,4.45,6.78,7.57,10.25,8.98,3.16,76.4,87.91,82.35,405,2.33,68.01,457,62.09,1.31,23,0,0.0
1.22,43.21,8.81,3903,28.12,9.44,7.97,12.63,10.29,2.87,60.14,71.33,53.4,203,2.57,46.13,229,43.17,0.44,0,3,1.0
8.58,38.79,9.71,3461,6.51,4.49,7.55,11.29,9.45,3.72,73.74,88.58,82.09,966,2.53,67.71,558,67.41,0.72,0,6,1.0
39.13,28.23,8.38,4500,20.77,6.91,10.72,14.52,12.78,3.14,56.67,64.15,66.25,1292,7.26,63.14,708,61.12,4.66,53,0,1.0
11.1,49.04,4.83,2745,7.02,4.43,9.49,12.06,10.83,2.93,65.11,76.47,68.71,1193,4.75,55.94,1281,50.74,1.25,96,0,0.0
0.89,68.43,0.6,169,1.04,1.32,5.25,7.29,6.28,3.26,92.36,98.81,90.16,40,0.43,85.73,396,80.73,1.26,0,0,0.0
3.6,57.92,2.54,1013,2.13,3.11,7.07,9.75,8.44,3.15,83.32,94.13,86.13,307,1.01,67.36,591,58.06,0.85,0,0,0.0
1.89,68.32,1.85,1303,3.16,2.33,5.47,8.74,7.15,3.04,86.29,95.6,88.46,242,0.8,82.69,525,81.73,1.14,0,0,0.0
3.33,51.16,4.5,1152,10.0,5.79,13.4,14.62,14.08,2.56,59.6,74.95,72.23,82,0.81,71.28,1204,71.28,0.58,0,0,1.0
0.26,40.09,7.91,1794,13.05,7.32,10.99,12.69,11.89,2.99,69.79,69.42,81.96,326,2.81,61.59,618,57.9,2.27,6,0,0.0
2.26,36.08,11.02,7612,17.06,7.63,16.58,20.56,18.69,2.87,56.7,67.84,66.72,1321,3.64,45.27,887,43.14,2.14,185,23,1.0
65.65,30.78,9.13,5604,12.22,8.65,10.45,14.86,12.79,3.49,47.74,66.46,57.5,4120,12.27,54.49,917,50.98,5.56,4,16,1.0
0.73,41.62,5.3,1556,10.17,4.13,10.67,12.82,11.79,2.89,71.14,79.6,72.91,54,0.43,76.28,845,78.47,1.18,0,0,1.0
0.42,45.52,2.52,729,4.8,4.36,6.27,9.23,7.83,3.13,84.48,94.07,87.66,69,0.61,85.57,1679,83.73,1.19,0,0,1.0
16.84,37.57,10.26,3702,15.15,7.97,10.97,15.27,13.11,3.0,52.05,63.92,56.52,1234,7.02,38.86,1258,36.91,5.01,30,1,1.0
0.62,47.84,5.24,1693,5.56,4.6,8.17,13.45,10.98,3.23,74.43,85.17,79.64,403,1.8,65.56,493,63.74,2.64,0,0,1.0
12.24,46.66,3.05,804,7.32,3.52,6.35,11.14,8.88,3.21,78.39,94.1,85.6,146,1.86,82.26,135,79.1,2.22,4,0,0.0
1.35,62.6,1.66,183,1.68,3.85,5.36,6.65,6.0,3.23,90.5,98.49,90.32,18,0.29,92.11,200,90.65,1.0,3,0,0.0
0.63,73.53,3.51,1236,19.5,7.83,2.32,3.39,2.9,3.0,84.59,93.4,71.43,142,3.71,60.18,116,56.73,2.59,0,0,0.0
0.55,56.09,3.39,385,2.98,4.41,4.22,7.39,5.92,3.15,83.73,94.4,92.75,91,0.82,91.2,126,86.9,1.59,0,0,0.0
1.68,53.53,3.45,377,2.89,3.79,6.13,9.45,7.85,3.16,81.65,94.8,85.53,104,1.12,81.95,188,76.78,0.0,0,0,0.0
0.13,54.18,3.42,619,5.74,4.62,8.05,11.04,9.7,2.99,78.8,93.97,75.8,31,0.38,73.37,158,65.22,0.63,5,0,0.0
29.45,49.23,1.73,1224,3.4,3.34,6.67,11.18,9.01,3.36,81.19,93.91,79.24,442,2.04,82.47,802,83.04,1.12,0,0,0.0
4.32,43.72,6.94,1893,5.03,5.3,8.78,12.37,10.57,3.46,74.04,86.25,83.84,550,2.07,71.41,269,72.18,0.0,32,0,1.0
4.05,40.47,5.57,1560,11.48,4.83,9.75,15.21,12.8,2.81,69.48,78.24,69.89,145,1.29,69.54,514,67.16,1.95,6,0,0.0
3.43,54.52,4.71,5461,4.69,3.96,11.09,15.21,13.13,3.0,71.96,88.06,76.12,1741,2.35,51.74,2493,48.9,0.24,0,0,0.0
23.79,37.17,9.18,8116,19.88,7.05,13.2,16.4,14.96,2.94,51.67,61.82,57.96,2282,6.17,58.08,2085,57.17,3.31,39,0,1.0
3.58,61.83,2.25,597,3.52,3.98,6.45,9.31,7.91,3.0,82.11,92.16,70.2,136,1.36,82.93,449,80.53,1.78,1,0,0.0
0.76,52.96,2.55,7583,5.89,4.4,10.54,15.86,13.38,2.79,74.32,87.24,75.05,970,1.02,68.4,11445,64.14,0.08,0,0,0.0
0.26,61.79,2.55,175,1.37,3.62,4.22,6.58,5.42,3.33,88.02,97.32,88.31,37,0.38,91.56,104,88.34,2.88,0,0,0.0
9.14,42.65,4.67,12774,14.42,6.24,9.81,13.87,11.95,3.24,73.8,85.31,77.22,1691,2.49,66.76,5284,62.49,4.14,60,6,1.0
6.47,54.29,2.21,850,3.6,2.43,7.32,10.04,8.77,3.23,85.0,93.86,85.9,112,0.71,78.56,798,68.75,0.25,0,0,0.0
0.59,52.68,2.73,337,2.83,3.1,4.96,8.87,7.0,3.25,85.53,92.92,89.1,52,0.62,84.76,245,84.24,0.0,0,0,0.0
1.38,23.75,16.98,11644,38.3,13.78,6.81,10.56,8.78,3.71,67.87,80.71,82.0,994,3.56,62.84,1226,61.47,5.87,0,0,0.0
0.83,45.25,4.37,881,7.41,4.63,8.86,11.38,10.16,3.23,79.32,88.38,77.34,87,0.82,75.12,206,72.71,0.0,0,0,0.0
0.29,40.67,3.76,2243,17.5,5.83,5.61,7.5,6.59,3.58,82.99,91.29,84.07,114,1.14,66.54,294,63.39,1.02,6,0,0.0
0.32,42.34,9.07,2612,12.78,5.38,12.18,15.08,13.73,2.91,67.27,71.53,75.73,321,1.84,62.8,716,56.64,0.7,0,0,0.0
1.38,54.45,4.19,1001,6.31,3.63,12.91,18.97,16.22,2.74,69.02,86.47,72.13,156,1.42,50.82,574,47.78,0.52,0,0,1.0
5.34,29.75,6.04,8769,37.13,10.05,5.51,7.96,6.76,3.29,57.68,75.19,67.69,611,4.32,38.29,1074,31.6,1.86,12,1,1.0
2.69,39.26,2.8,1133,7.31,5.24,7.7,10.42,9.08,3.29,81.47,90.84,84.58,108,1.06,77.17,387,77.58,1.81,0,0,1.0
0.99,63.36,1.39,498,2.5,4.61,6.16,8.03,7.09,3.26,87.77,96.31,88.51,121,0.86,90.68,396,88.82,1.26,0,0,0.0
16.97,30.82,6.9,3227,18.55,7.35,9.21,12.33,10.88,3.25,65.93,77.55,72.97,765,5.28,58.9,661,59.51,3.48,0,0,1.0
0.22,26.35,6.12,1604,11.73,7.58,12.55,13.71,13.15,3.29,68.98,79.92,79.49,242,2.1,75.75,240,76.3,9.58,0,0,1.0
2.65,39.63,6.27,3031,8.54,5.31,10.65,15.95,13.42,3.16,73.31,86.94,73.91,317,1.5,58.9,506,55.84,0.2,12,2,1.0
1.37,37.01,8.49,3498,10.79,4.92,14.78,19.63,17.29,2.98,63.26,74.62,70.26,737,2.98,50.8,620,48.78,2.74,7,5,1.0
4.64,35.3,1.81,2782,6.03,3.72,10.89,14.31,12.61,3.13,78.77,91.63,83.28,446,1.68,57.74,2041,51.87,0.15,0,0,0.0
0.66,33.25,9.46,7270,16.47,7.94,13.9,18.83,16.49,3.04,64.0,77.03,70.92,940,2.89,50.71,674,49.29,2.23,50,5,1.0
5.17,38.55,6.2,2436,17.94,5.26,8.43,11.65,10.14,3.18,72.64,78.56,76.21,170,1.58,56.3,588,54.08,0.85,0,0,0.0
1.27,58.63,1.07,464,2.65,5.14,6.6,9.56,8.13,3.31,84.53,96.44,85.06,100,0.89,80.43,224,74.98,1.34,0,0,0.0
16.48,37.34,6.36,6078,12.7,5.68,10.25,13.27,11.86,3.03,69.4,83.91,76.78,1250,3.27,65.38,1506,61.73,1.79,9,0,1.0
43.56,30.28,14.86,3926,23.2,5.41,11.81,17.63,15.11,2.98,48.71,56.81,54.04,1276,8.2,53.37,760,50.78,4.87,0,2,1.0
24.42,44.7,4.66,18093,11.63,5.51,10.06,13.84,12.02,3.02,68.35,82.27,72.41,4028,3.51,63.99,4769,59.76,1.36,296,39,1.0
12.14,42.93,10.51,11067,16.9,7.22,10.28,12.72,11.6,3.0,64.89,70.11,73.75,2348,4.0,68.98,1986,65.42,7.75,9,4,1.0
5.9,39.51,6.03,2150,19.63,6.93,6.19,9.99,8.25,2.75,71.23,77.69,72.1,182,2.18,60.03,367,56.96,1.09,0,0,0.0
9.5,41.44,4.5,7475,12.84,6.39,12.08,15.34,13.75,2.86,62.88,76.6,73.31,1519,3.3,61.09,3005,58.08,2.5,75,10,1.0
0.54,54.96,3.58,578,3.73,4.63,6.72,10.33,8.62,3.12,80.45,94.37,79.78,25,0.21,81.0,268,75.95,1.12,0,0,0.0
0.73,33.42,12.2,4658,15.3,10.99,7.69,12.68,10.25,3.71,65.62,82.61,81.23,1068,4.52,42.35,472,47.82,3.39,124,25,1.0
0.3,51.9,7.07,3489,9.57,5.06,8.32,10.54,9.53,3.1,76.57,80.96,79.88,510,1.64,68.6,539,62.46,1.48,5,0,1.0
0.86,66.23,3.1,435,3.29,2.69,3.98,7.34,5.78,3.17,88.5,100.0,80.93,41,0.42,82.6,174,80.44,0.0,0,0,0.0
41.49,56.18,3.0,781,4.13,4.72,7.31,11.33,9.49,3.02,69.26,86.84,73.54,666,4.32,82.79,264,77.79,3.03,0,0,1.0
34.84,20.72,17.64,5186,36.8,14.82,12.22,15.55,14.12,3.07,47.55,52.13,61.43,947,6.93,64.57,786,65.92,4.33,0,0,1.0
